Id,Prediction
0,4474397.159244528
1,3898080.7644713945
2,4788568.2557443725
3,4017754.077930865
4,4681842.570257242
5,4613811.66952514
6,4369375.267306798
7,4556770.806112743
8,4492740.481973674
9,4478054.83647618
10,4513611.989984083
11,4264905.719370565
12,5151587.156602636
13,5135094.68314249
14,4371271.390957115
15,4248681.824565939
16,4906262.319022426
17,4162156.2526636426
18,4860769.317154193
19,4443645.209777404
20,4275458.408125618
21,4487302.316691948
22,4490634.000288156
23,4815195.297886405
24,4912115.882404595
25,3896764.367819922
26,3847270.530799281
27,4492384.405164636
28,4401300.213696663
29,4899028.085301153
30,5306418.373401473
31,4236954.129119557
32,4487400.343795674
33,4328173.001929352
34,4077667.9372163056
35,4377476.637977252
36,4593676.309520657
37,4600775.445786377
38,3728579.7462870697
39,4847522.368966286
40,4442553.433548169
41,4527083.10444878
42,4597529.660357473
43,4742195.8097029505
44,4756711.538134767
45,3973761.577448211
46,4256644.070271773
47,4107601.451404242
48,4565702.511115758
49,4533902.80975472
50,4818851.905058268
51,4470903.903285913
52,4403391.211059782
53,3924301.3618482533
54,3844218.5761087234
55,4256669.528070477
56,4607652.282870008
57,4735311.205445299
58,4756187.518634996
59,4658934.415772306
60,3929126.739613529
61,4197018.73861942
62,4219474.030264112
63,4077263.1125002177
64,4388419.034868536
65,4800346.402060977
66,4720559.11895552
67,5082551.139744622
68,4658204.907677895
69,4220959.00146948
70,4186534.5936797974
71,4470899.866004521
72,4248388.449076862
73,4324180.077319326
74,5288391.187303144
75,4532523.585024623
76,4392024.036604814
77,4133063.728396756
78,4620605.749816712
79,4666971.460686653
80,4990411.336195894
81,4542588.487149339
82,4424608.162231699
83,4727547.363319097
84,5339954.720222757
85,3542502.730396248
86,4589521.202456788
87,4313520.363593184
88,4617514.293985993
89,4686597.096354907
90,5035417.740330993
91,4843434.090073774
92,3771897.9486218905
93,5146182.35601661
94,4211400.390970562
95,4717556.018888413
96,4459417.64494648
97,4346191.814255457
98,4046548.3918642984
99,4602845.961958227
100,4336854.206049685
101,3582728.1000724165
102,4195637.024470652
103,4185100.6028603436
104,3970846.8857170613
105,3842581.9246917013
106,4819412.771838188
107,4449891.095742754
108,4828979.844135388
109,4565695.602064417
110,4953383.3647013875
111,5069527.75488949
112,4960819.529671678
113,4456636.591707119
114,4080236.1249802154
115,4612080.693980738
116,4018659.258814441
117,4457166.666612992
118,4002685.169685164
119,4522816.239226249
120,4827801.389745514
121,4856522.542792655
122,4342207.936637216
123,5539804.967974439
124,4260432.757858703
125,4310411.919117707
126,4708835.700694407
127,4112534.2041588193
128,4686542.234554304
129,3949780.4196993876
130,3862563.9165333556
131,4573676.696985461
132,5325988.692500715
133,4084466.390523871
134,4069108.0492760944
135,4271986.625922187
136,4361853.652061585
137,3986199.424800561
138,4673278.356650501
139,4247830.792164828
140,4945591.064386448
141,3739730.7949321494
142,4668763.675551135
143,4092294.749925753
144,4318236.074994612
145,4199216.609436074
146,4594810.143963597
147,3826922.4842354483
148,4641132.836826448
149,4865582.814327015
150,4123512.7909856294
151,4129786.776294589
152,4474933.947360472
153,5060955.089671268
154,3945958.5381977567
155,4863747.175188808
156,4717231.843015093
157,4291009.778808522
158,4534832.2716101995
159,4283747.684614037
160,4160009.6895691715
161,4104923.8760493146
162,3943924.870949612
163,5415430.303364882
164,5307047.0165105285
165,4684211.291092681
166,4749122.793903986
167,4578131.707774964
168,4314761.548294177
169,4793004.685742922
170,4461820.632268577
171,4257047.151202407
172,4549106.50402402
173,4170986.765254406
174,4867867.5482159695
175,4500555.782375218
176,4925212.437452835
177,4783975.398683295
178,4371457.474283563
179,4340672.58126773
180,4254122.038928155
181,4438820.95867097
182,4860177.958890088
183,4188987.75478715
184,4402927.751510255
185,3816289.984262573
186,3850315.095006699
187,5278909.700264276
188,5452526.830805809
189,4553128.861843515
190,4675794.9698195495
191,4771593.732561258
192,4633046.772542453
193,4788090.57845765
194,4073907.112539819
195,5190884.37047684
196,4422209.263613664
197,3950929.672458404
198,4668622.771647881
199,4300763.101206712
200,4770369.8023579065
201,4174011.9587333663
202,4325144.260609864
203,4558825.270567955
204,4809137.323981317
205,4636777.561583417
206,4404338.577073044
207,4505134.8460551165
208,4077791.6227645404
209,4034514.941163475
210,4899666.560713416
211,4284043.635865063
212,4302991.954308524
213,4285421.34966105
214,4889195.128700221
215,3344745.330032292
216,4701911.814811871
217,4448388.7793760225
