Id,Prediction
0,4519861.099454197
1,4101774.4936379343
2,4701410.446359295
3,4107284.4238921376
4,4568172.6089728465
5,4642130.505265564
6,4393054.648325023
7,4646280.942794829
8,4827263.869100238
9,4315413.231465065
10,4567027.890395526
11,4592361.914069496
12,5104613.86111079
13,5039078.916603642
14,4423950.497772613
15,4564971.580515399
16,4765827.540995695
17,4171675.269411707
18,4885618.280783165
19,4505149.053253157
20,4353661.65692446
21,4610173.575151237
22,4366574.0388401365
23,4936789.861545751
24,4854525.284540292
25,3916700.6107910015
26,3794392.263721251
27,4617190.489566146
28,4450345.863258022
29,4655358.40996972
30,5141747.185619264
31,4289761.562979267
32,4518692.6087322645
33,4484871.8889235435
34,4140212.6814857796
35,4530973.812417965
36,4434775.19171015
37,4448807.644144922
38,3735486.594307873
39,4727454.232245478
40,4590073.7943701
41,4437025.113392813
42,4490035.128786927
43,4733994.559986787
44,4740417.10908775
45,4101792.3847993785
46,4022954.137210521
47,3929865.6676897802
48,4751543.136767162
49,4538154.095220971
50,5027371.903443974
51,4538688.519636837
52,4273606.642555547
53,3758762.015513319
54,3812905.7390913353
55,4269571.1580281155
56,4628453.62093564
57,4583356.397382295
58,4904407.378293381
59,4688892.135238583
60,3763794.945330252
61,4127274.2195671047
62,4194353.34013955
63,4174651.0126196016
64,4426131.399613196
65,5437163.008537828
66,4923180.923572805
67,5388892.122320412
68,4586401.293516634
69,4300225.283979643
70,4180612.5000950047
71,4243965.998843327
72,4253523.045266595
73,4182349.8041066783
74,5313981.505905917
75,4398634.178447127
76,4305480.373028808
77,4212630.848523497
78,4491821.833722694
79,4472747.482223275
80,5002817.801136581
81,5083642.471377701
82,4387842.6131398445
83,4848842.133809959
84,5247721.124961698
85,3552971.500704471
86,4806419.176610041
87,4680187.811185934
88,4411690.589834703
89,4478219.101735337
90,4924146.341790507
91,4863002.223956532
92,3880744.7460038033
93,4939176.9228472505
94,4618874.571286214
95,4492023.0220128605
96,4369833.523721087
97,4312027.6420373265
98,3965445.3973708902
99,4536084.887770978
100,4347932.8185590105
101,3540349.262757832
102,4309617.563169306
103,4168934.2862137393
104,4209243.160647767
105,3812506.680962959
106,4801921.304133849
107,4529800.611736309
108,4796214.135542203
109,4744160.120910422
110,4773312.981009723
111,4710559.50794669
112,4930226.6159522785
113,4608822.699680742
114,4056741.065259989
115,4571570.59994528
116,3928364.0367236645
117,4477305.538622328
118,3951243.269566055
119,4457608.347512088
120,4833905.492408062
121,4631371.71897542
122,4344095.460512217
123,5427381.161731535
124,4234700.220800902
125,4312955.190107679
126,4898673.258256396
127,4240963.67250108
128,4463443.401644256
129,4161432.8437968623
130,3776047.3549832613
131,4584864.068841197
132,5066418.970758358
133,4094379.4197709626
134,4072703.8106803875
135,4286545.705278035
136,4314385.237823205
137,4014395.8259238987
138,4508119.249045215
139,4356290.521416398
140,5175569.559314989
141,3889385.2654939946
142,4457147.146142628
143,4158162.5750069213
144,4496867.645164097
145,4101800.510989006
146,4512550.056690135
147,3804845.7590954895
148,4823473.0183424605
149,4797274.667959235
150,4313052.630157154
151,4307134.662489826
152,4802702.950815205
153,5302777.630794365
154,3974366.3746291506
155,4943847.124090177
156,5046051.694755483
157,4363400.0309593305
158,4498151.297839873
159,4319694.739067286
160,4170029.1891007586
161,4113543.9690662385
162,4146285.7106826887
163,5390229.18105611
164,5397758.918600373
165,4714206.427757322
166,4687438.813088973
167,4736061.222202819
168,4611383.072880285
169,4945738.292773855
170,4449167.884486353
171,4240705.541590906
172,4600086.938986993
173,4570013.125210125
174,4840241.588394425
175,4444310.502922416
176,5275685.0091135325
177,5194187.310211536
178,4499527.63023525
179,4351112.787205771
180,4332607.040522566
181,4487682.344340997
182,4967332.860323278
183,4062255.1499831276
184,4652179.946236796
185,4080271.798038854
186,3964450.7390114116
187,5469355.185218564
188,5532326.755051123
189,4604129.282635345
190,4533552.649449296
191,4890054.379775869
192,4860030.9357447205
193,4746342.3042090945
194,4308109.271953223
195,5189124.349483552
196,4436044.122584187
197,4020561.7038588347
198,4875602.223539541
199,4606830.802755482
200,4907525.75841365
201,4313672.2782888925
202,4629034.623585676
203,4837096.8550320435
204,4813100.363711548
205,4838333.211000283
206,4225407.390625017
207,4640581.705451684
208,4351217.235223071
209,4184360.318058139
210,4948435.813883973
211,4455775.4736962225
212,4419501.829085475
213,4273884.187244191
214,5058701.12951874
215,3422882.961112365
216,4610979.07909837
217,4643838.374912279
218,4445729.756800707
219,3935636.5404295283
220,5443382.037820783
221,4448300.011133112
222,4735571.516709766
223,4262901.230099606
224,4598298.442268974
225,4346257.381752821
226,4907709.644546696
227,5324449.521741606
228,4203125.803301694
229,4540843.237398706
230,4801546.279798278
231,4926815.211886716
232,4913263.795470648
233,4737359.687672585
234,4610941.610446301
235,4679291.557798802
236,4358248.566015125
237,4044302.9256612305
238,4810536.257111909
239,5000110.810554502
240,4463076.221377201
241,4282114.469097532
242,4128615.235505043
243,4536144.679877497
244,4421952.840807428
245,5901881.356803804
246,4272247.819136762
247,4799194.610578768
248,4712890.737892199
249,4560070.690283634
250,4402027.990513864
251,4475343.925604825
252,5330159.223272456
253,4468440.9947705055
254,4581892.938778683
255,4513487.053955653
256,4650468.037210872
257,4242735.580176034
258,4071317.1061569755
259,4394433.910466678
260,4233880.340195753
261,4855699.784465461
262,4971266.348734935
263,4098922.7933275937
264,3773891.005574957
265,5514667.67822183
266,4642339.370378124
267,5199193.808096465
268,4719711.785315318
269,4218866.500554116
270,4169268.229847145
271,4257529.245379351
272,4518095.203479311
273,4716194.947910576
274,4376502.308490061
275,5552060.415742539
276,5772330.96557521
277,4733190.869602941
278,4654350.953398637
279,4305867.986326963
280,4857487.216581528
281,4421094.7354885
282,4013977.0052817636
283,4042985.410001843
284,4613219.167211554
285,3865099.7714892854
286,4974073.11859522
287,4303410.295114779
288,4597694.159338606
289,4434216.746598275
290,4779628.051854343
291,4562782.426737089
292,4206662.180616196
293,4622456.255370025
294,3975085.704153459
295,4854659.323026292
296,4953423.362053111
297,4868689.062412199
298,4197911.091408615
299,4861874.791999741
300,4655246.426113311
301,4842714.649451478
302,4877346.597248475
303,4683353.983283423
304,4609561.009943763
305,4584279.430881557
306,4102577.527654514
307,4985017.90387973
308,3765982.2066064356
309,4327254.132491716
310,4510574.524987497
311,4108525.1270938357
312,4245808.831776305
313,4313180.761445612
314,4459877.498567297
315,4680663.75274433
316,4158605.1072294973
317,4616336.302043291
318,4787980.691894558
319,4959912.026105813
320,4931538.271025964
321,4359027.231254187
322,4371271.094647608
323,4993361.252129151
324,4432897.358701699
325,4907651.691048783
326,5047845.109721623
327,4549522.159802686
328,4526414.896425623
329,5790225.448360273
330,4948156.245521043
331,5005001.233573604
332,4517392.705241803
333,5154737.494587591
334,5009766.96537999
335,4482302.962270141
336,3766313.135519992
337,4363123.356839382
338,4562484.53071083
339,4401206.762216445
340,4684544.236440423
341,4359822.443689638
342,4639117.262842412
343,4487856.209977538
344,4309289.639548154
345,4073179.674271451
346,4334080.668411684
347,4948835.8432262875
348,4368107.1514760675
349,4600262.293160315
350,4285678.168806327
351,4796817.621752306
352,5319927.410714135
353,4732486.0152648715
354,4170893.468733395
355,4880196.2407672545
356,4811068.429131648
357,4824640.902566368
358,4574867.461922327
359,5000243.468909099
360,4188610.042174639
361,4200568.443228816
362,4096271.1202314957
363,4427482.596074745
364,4745993.917382132
365,4360422.86309139
366,3861171.1874678982
367,3887037.8548235344
368,4269429.3391568335
369,4963999.100151748
370,4305411.491790596
371,4429985.827005432
372,4571606.196625599
373,5530485.8842787435
374,4329610.532395947
375,5052401.143294548
376,4117062.8494158434
377,4317513.493184989
378,5265551.712346406
379,4436184.884352882
380,4852056.169898317
381,4263032.225182134
382,4421938.604935756
383,4692651.278645252
384,4714670.4847915415
385,5602013.391199663
386,4862769.971310352
387,4859113.2234184565
388,4860964.4045569105
389,4408847.415256392
390,4788398.401808136
391,4368400.28576699
392,4256572.649999624
393,4455205.482734752
394,5307930.812813777
395,4387877.963196026
396,4980150.394026151
397,4695954.021002119
398,5021094.057546529
399,4993303.161187166
400,3809683.628669644
401,4168529.4036933067
402,4644220.26181121
403,4379974.861175493
404,3995097.6476637432
405,4794534.022211966
406,4614947.236384128
407,4696390.946737302
408,3633319.640223577
409,4007769.2770299003
410,4304969.264051794
411,4497877.003802434
412,4824044.471833287
413,4596535.807003842
414,4626154.375434237
415,4894824.777609478
416,5220070.308489361
417,3642972.367902643
418,4208530.106274055
419,4608776.122711944
420,4476239.100986437
421,4629422.737576766
422,5014921.193862556
423,4451976.423048671
424,4671102.483798401
425,4650547.528340176
426,4432671.60381736
427,4403973.788795565
428,4399211.8358194735
429,4209587.856217105
430,4079340.3097696104
431,4274702.408463327
432,3910456.517214594
433,5210123.417308024
434,4392027.800882015
435,4501223.55351712
436,4618377.847144106
437,3752594.677124581
438,4224454.539820029
439,5270655.700677132
440,4659231.692794956
441,4667062.669418338
442,4395687.9628018215
443,4584116.143667955
444,4758610.673874464
445,5018537.021135577
446,6366909.799283402
447,4184459.9628102356
448,4459510.620921865
449,5936942.915131268
450,4890073.100018517
451,4217640.100740684
452,4217052.660939318
453,4619325.485216463
454,4850799.04287063
455,4407611.61926152
456,4430341.6228477275
457,4531760.448474031
458,4149192.6249680957
459,3595153.417139119
460,4633941.178883215
461,5236159.551774147
462,4800835.1856959015
463,4293759.870473108
464,4766049.024446864
465,4092713.0964590064
466,4271917.47710494
467,4244348.71225688
468,4220207.11707406
469,4856960.677082077
470,4361273.501164137
471,4400030.637754795
472,3943073.777958287
473,4622809.801259891
474,4583331.262245576
475,4444276.090930473
476,4047275.7582942937
477,4372663.388037406
478,4600431.54938516
479,4723985.493592089
480,4941119.694483764
481,5726720.166659214
482,4273807.68989422
483,4631565.049902012
484,4942717.215813549
485,4725184.512558113
486,4544341.893171061
487,4976115.771458136
488,4451948.8505340405
489,4467933.63459882
490,4419850.039712402
491,3872717.869965988
492,4440856.615740946
493,5066960.771632475
494,4602946.139483838
495,4316857.216667049
496,4391128.639742189
497,4239742.554578837
498,4285013.445084024
499,4853684.066659229
500,4803234.062353937
501,3957203.8829830987
502,4334663.156363692
503,5481830.403799571
504,4587428.678398267
505,4221861.147389913
506,4754651.966656234
507,4548690.223676158
508,4107766.306086497
509,4551524.81425417
510,4853929.769171187
511,5179041.305894865
512,3745576.909746951
513,5012747.833811736
514,4286848.537052346
515,3791436.116470825
516,4201127.050853615
517,4647837.891560874
518,4572239.758260471
519,4411590.237444882
520,4832617.256524899
521,5078337.957193326
522,5848085.72024821
523,4563571.193421193
524,4723984.172957565
525,4483192.222428004
526,4368857.820403274
527,4688704.9764096355
528,4917893.183273317
529,4610282.687385718
530,4171814.8263660343
531,4816372.666923087
532,4784180.654107009
533,4145472.835042628
534,4635074.578263477
535,4264558.4306869535
536,4590305.588320028
537,4509664.138488279
538,4196436.904987363
539,4889441.29012157
540,4609821.312479428
541,4266198.751293772
542,4445924.558098106
543,4178250.071874868
544,4824780.659075228
545,4323605.941013529
546,3878512.6366047664
547,4682748.544574544
548,4725351.294042854
549,4371709.006574044
550,4028884.415603755
551,4146022.03318908
552,4457986.770025301
553,4731667.966114354
554,4756969.671224983
555,4550779.15680242
556,3593258.450289999
557,4481107.222035584
558,4205622.248026344
559,4793765.178517643
560,4575819.88424695
561,5355762.890490786
562,3987683.1763497954
563,4670687.771436015
564,4076059.16376284
565,4412203.2131775
566,3999407.203202066
567,4827405.755454688
568,4338385.814181104
569,4432330.312943493
570,5163161.295975811
571,5509069.895980576
572,4335845.346295462
573,4176183.660126108
574,4320941.794214287
575,3770884.2916630968
576,6560674.196765883
577,4295261.839904949
578,3892616.0816564523
579,4902959.381770366
580,4577006.015101111
581,4284335.909354929
582,5167607.604973433
583,4706449.608780188
584,4320164.3633157695
585,4668110.484017816
586,4087275.935106465
587,4359124.026993216
588,5046678.8043493265
589,4276901.417601843
590,4401287.377437994
591,4410262.177028366
592,4465715.973811543
593,4434773.65685998
594,4142907.9558122517
595,4097547.8404901493
596,5528989.954100826
597,4353529.467790804
598,4687361.165581669
599,5262282.723884084
600,4746546.740879922
601,4818074.367502183
602,5024160.570178766
603,4376879.200044217
604,4142797.719035839
605,4408192.3551166905
606,4036524.985174439
607,4358834.155958509
608,3838293.7183757685
609,5094615.492742766
610,4992746.951557655
611,3987992.710831146
612,4506687.271838919
613,4757944.248786028
614,4616907.047756544
615,4477492.274126687
616,4748818.763025997
617,4647547.147062922
618,5076896.2195924455
619,4741372.708179307
620,4489038.76696838
621,4894942.640710021
622,4634280.840276049
623,4633451.32811016
624,4397914.167471188
625,4562043.231794588
626,4440718.369911279
627,4653719.485525208
628,4234616.424177563
629,4581093.3202151675
630,5385398.526003677
631,4665529.802817772
632,4541037.9352816325
633,4862591.511057909
634,3800844.3107043672
635,4791526.18392774
636,4612631.518537124
637,4212579.273929143
638,4635257.9948534295
